priority,id,country,year,title_en,title_el,translation_status,source_status,direct_url_count,incident_path
medium,greece_2018_folli_follie_market_fraud_regulator_failure,Greece,2018,Folli Follie market fraud and regulator confidence collapse,Folli Follie: χρηματιστηριακή απάτη και κατάρρευση εμπιστοσύνης στους ελέγχους,good,generic-guidance,0,Greece/00-00-2018/Folli Follie market fraud and regulator confidence collapse
medium,greece_2018_mati_wildfire_state_failure,Greece,2018,"Greece: Mati wildfire, state failure, and accountability limits (2018-2025)","Ελλάδα: Μάτι, κρατική αποτυχία και όρια λογοδοσίας (2018-2025)",good,generic-guidance,0,"Greece/00-00-2018/Greece Mati wildfire, state failure, and accountability limits (2018-2025)"
medium,greece_2018_mati_wildfire_disaster_and_emergency_failure,Greece,2018,Mati wildfire disaster and emergency failure,Τραγωδία στο Μάτι και αποτυχία έκτακτης ανάγκης,good,generic-guidance,0,Greece/00-00-2018/Mati wildfire disaster and emergency failure
medium,greece_2018_mati_wildfire_evacuation_accountability,Greece,2018,"Mati wildfire, evacuation failure, and command accountability","Μάτι: πυρκαγιά, αποτυχία εκκένωσης και ευθύνη διοίκησης",good,generic-guidance,0,"Greece/00-00-2018/Mati wildfire, evacuation failure, and command accountability"
medium,greece_2018_prespa_agreement_backlash_identity_politics_disinformation_pressure,Greece,2018,"Prespa Agreement Backlash: Identity Politics, Disinformation and Public Pressure","Πρέσπες: Ταυτότητα, Παραπληροφόρηση και Δημόσια Πίεση",good,generic-guidance,0,"Greece/00-00-2018/Prespa Agreement Backlash Identity Politics, Disinformation and Public Pressure"
medium,greece_2018_zak_kostopoulos_death_violence_police_response_social_stigma,Greece,2018,"Zak Kostopoulos death, public violence, police response and social stigma (2018-2024)","Θάνατος Ζακ Κωστόπουλου, δημόσια βία, αστυνομική αντίδραση και κοινωνικό στίγμα (2018-2024)",good,generic-guidance,0,"Greece/00-00-2018/Zak Kostopoulos death, public violence, police response and social stigma (2018-2024)"
medium,greece_2018_zak_kostopoulos_killing_policing_media_frame,Greece,2018,"Zak Kostopoulos killing, policing, and media framing","Θάνατος Ζακ Κωστόπουλου, αστυνόμευση και μιντιακή πλαισίωση",good,generic-guidance,0,"Greece/00-00-2018/Zak Kostopoulos killing, policing, and media framing"
medium,greece_2019_exarchia_operations_urban_policing_drugs_squats_fear_rights,Greece,2019,"Exarchia Operations and Urban Policing: Drugs, Squats, Fear and Rights","Επιχειρήσεις Εξαρχείων: Ναρκωτικά, Καταλήψεις, Φόβος και Δικαιώματα",good,generic-guidance,0,"Greece/00-00-2019/Exarchia Operations and Urban Policing Drugs, Squats, Fear and Rights"
medium,greece_2019_piraeus_noor_one_political_pressure_media_memory,Greece,2019,"Noor One aftermath, witness pressure, and media-political memory","Μετασεισμοί Noor One, πίεση μαρτύρων και μιντιακοπολιτική μνήμη",good,generic-guidance,0,"Greece/00-00-2019/Noor One aftermath, witness pressure, and media-political memory"
medium,greece_2020_covid_lockdowns_policing_procurement_trust,Greece,2020,"COVID lockdowns, policing, procurement, and trust in emergency rule","COVID lockdown, αστυνόμευση, προμήθειες και εμπιστοσύνη στην έκτακτη διακυβέρνηση",good,generic-guidance,0,"Greece/00-00-2020/COVID lockdowns, policing, procurement, and trust in emergency rule"
medium,greece_2020_evros_border_crisis_and_information_war,Greece,2020,Evros border crisis and information war,Κρίση Έβρου και πληροφοριακός πόλεμος,good,generic-guidance,0,Greece/00-00-2020/Evros border crisis and information war
medium,greece_2020_covid_sms_permits_lockdowns_certificates_permission_culture,Greece,2020,"GREECE — COVID SMS PERMITS: LOCKDOWNS, CERTIFICATES, AND PERMISSION CULTURE (2020–2023)","ΕΛΛΆΔΑ — COVID SMS ΆΔΕΙΕΣ: LOCKDOWNS, ΠΙΣΤΟΠΟΙΗΤΙΚΆ ΚΑΙ ΚΟΥΛΤΟΎΡΑ ΆΔΕΙΑΣ (2020–2023)",good,generic-guidance,0,"Greece/00-00-2020/GREECE — COVID SMS PERMITS LOCKDOWNS, CERTIFICATES, AND PERMISSION CULTURE (2020–2023)"
medium,greece_2020_pushbacks_border_rights,Greece,2020,"Greece: Pushbacks, Border Violations, and the Accountability Fight (2020-2026)","Ελλάδα: Pushbacks, παραβιάσεις στα σύνορα και η μάχη για λογοδοσία (2020-2026)",good,generic-guidance,0,"Greece/00-00-2020/Greece Pushbacks, Border Violations, and the Accountability Fight (2020-2026)"
medium,greece_2020_greek_covid_fines_movement_forms_enforcement_class_permission_culture,Greece,2020,"Greek COVID Fines and Movement Forms: Enforcement, Class and Permission Culture","Πρόστιμα COVID και Έντυπα Μετακίνησης: Επιβολή, Τάξη και Κουλτούρα Άδειας",good,generic-guidance,0,"Greece/00-00-2020/Greek COVID Fines and Movement Forms Enforcement, Class and Permission Culture"
medium,greece_2021_evia_wildfires_state_response_climate_failure_rural_abandonment,Greece,2021,"Evia wildfires, state response, climate failure and rural abandonment (2021)","Πυρκαγιές Εύβοιας, κρατική αντίδραση, κλιματική αποτυχία και εγκατάλειψη υπαίθρου (2021)",good,generic-guidance,0,"Greece/00-00-2021/Evia wildfires, state response, climate failure and rural abandonment (2021)"
medium,greece_2021_closed_controlled_camps_asylum_control,Greece,2021,"GREECE: Closed Controlled Camps, Cash Assistance Interruptions, and the Hardening of Asylum Control (2021-2026)","ΕΛΛΑΔΑ: Κλειστές ελεγχόμενες δομές, διακοπές οικονομικής ενίσχυσης και σκλήρυνση του ελέγχου ασύλου (2021-2026)",good,generic-guidance,0,"Greece/00-00-2021/GREECE Closed Controlled Camps, Cash Assistance Interruptions, and the Hardening of Asyl"
medium,greece_2021_karaivaz_assassination_impunity,Greece,2021,"GREECE: GIORGOS KARAIVAZ, JOURNALIST MURDER, AND THE IMPUNITY PROBLEM (2021-2026)","ΕΛΛΑΔΑ: ΓΙΩΡΓΟΣ ΚΑΡΑΪΒΑΖ, ΔΟΛΟΦΟΝΙΑ ΔΗΜΟΣΙΟΓΡΑΦΟΥ ΚΑΙ ΤΟ ΠΡΟΒΛΗΜΑ ΤΗΣ ΑΤΙΜΩΡΗΣΙΑΣ (2021-2026)",good,generic-guidance,0,"Greece/00-00-2021/GREECE GIORGOS KARAIVAZ, JOURNALIST MURDER, AND THE IMPUNITY PROBLEM (2021-2026)"
medium,greece_2021_nea_smyrni_police_violence_protests_order_narratives,Greece,2021,"Nea Smyrni police violence, protests and public-order narratives (2021)","Νέα Σμύρνη, αστυνομική βία, διαδηλώσεις και αφηγήσεις δημόσιας τάξης (2021)",good,generic-guidance,0,"Greece/00-00-2021/Nea Smyrni police violence, protests and public-order narratives (2021)"
medium,greece_2021_nea_smyrni_police_violence_public_order_backlash,Greece,2021,"Nea Smyrni police violence, public-order panic, and backlash","Νέα Σμύρνη, αστυνομική βία, πανικός δημόσιας τάξης και αντίδραση",good,generic-guidance,0,"Greece/00-00-2021/Nea Smyrni police violence, public-order panic, and backlash"
medium,greece_2021_novartis_scandal_political_judicial_battle,Greece,2021,Novartis scandal political-judicial battle,Novartis και πολιτικοδικαστική μάχη,good,generic-guidance,0,Greece/00-00-2021/Novartis scandal political-judicial battle
medium,greece_2021_vaccination_certificates_in_greece_health_work_access_social_division,Greece,2021,"Vaccination Certificates in Greece: Public Health, Work Access and Social Division","Πιστοποιητικά Εμβολιασμού στην Ελλάδα: Υγεία, Εργασία και Κοινωνικός Διχασμός",good,generic-guidance,0,"Greece/00-00-2021/Vaccination Certificates in Greece Public Health, Work Access and Social Division"
medium,greece_2022_ark_world_charity_scandal_children_donations_oversight_failure,Greece,2022,"Ark of the World Charity Scandal: Children, Donations and Oversight Failure","Κιβωτός του Κόσμου: Παιδιά, Δωρεές και Αποτυχία Ελέγχου",good,generic-guidance,0,"Greece/00-00-2022/Ark of the World Charity Scandal Children, Donations and Oversight Failure"
medium,greece_2022_personal_number_biometric_ids_gov_wallet,Greece,2022,"GREECE: Personal Number, Biometric IDs, and the State Digital Layer (2022-2026)","ΕΛΛΑΔΑ: Προσωπικός Αριθμός, βιομετρικές ταυτότητες και το κρατικό ψηφιακό στρώμα (2022-2026)",good,generic-guidance,0,"Greece/00-00-2022/GREECE Personal Number, Biometric IDs, and the State Digital Layer (2022-2026)"
medium,greece_2022_surveillance_reforms_after_predator,Greece,2022,Greece: Surveillance Reforms After Predatorgate (2022-2026),Ελλάδα: Μεταρρυθμίσεις επιτήρησης μετά το Predatorgate (2022-2026),good,generic-guidance,0,Greece/00-00-2022/Greece Surveillance Reforms After Predatorgate (2022-2026)
medium,greece_2022_kolonos_abuse_case_child_protection_institutional_failure,Greece,2022,"Kolonos abuse case, child protection, and institutional failure","Υπόθεση Κολωνού, προστασία παιδιού και θεσμική αποτυχία",good,generic-guidance,0,"Greece/00-00-2022/Kolonos abuse case, child protection, and institutional failure"
medium,greece_2022_predatorgate_spyware_state,Greece,2022,Predatorgate spyware and state trust,Predatorgate spyware and state trust,needs-review,specific-links,1,Greece/00-00-2022/Predatorgate spyware and state trust
medium,greece_2023_eavesdropping_adae_authority_pressure_rule_of_law,Greece,2023,"ADAE pressure, surveillance oversight, and rule-of-law trust","Πίεση στην ΑΔΑΕ, εποπτεία παρακολουθήσεων και εμπιστοσύνη στο κράτος δικαίου",good,generic-guidance,0,"Greece/00-00-2023/ADAE pressure, surveillance oversight, and rule-of-law trust"
medium,greece_2023_evros_wildfire_border_blame_and_climate_failure,Greece,2023,"Evros wildfire, border blame, and climate-governance failure","Πυρκαγιά Έβρου, ενοχοποίηση συνόρων και αποτυχία κλιματικής διακυβέρνησης",good,generic-guidance,0,"Greece/00-00-2023/Evros wildfire, border blame, and climate-governance failure"
medium,greece_2023_15_minute_cities_smart_cities_control_fears,Greece,2023,Greece 15 Minute Cities Smart Cities And Control Fears 2023 2026,Ελλαδα 15 Minute Cities Smart Cities Και Φοβοι Ελεγχου 2023 2026,good,generic-guidance,0,Greece/00-00-2023/Greece 15 Minute Cities Smart Cities And Control Fears 2023 2026
medium,greece_2023_tempi_train_crash_safety_failures_accountability,Greece,2023,"GREECE — TEMPI: TRAIN CRASH, SAFETY FAILURES, AND ACCOUNTABILITY (2023–2026)","ΕΛΛΆΔΑ — ΤΈΜΠΗ: ΣΙΔΗΡΟΔΡΟΜΙΚΌ ΔΥΣΤΎΧΗΜΑ, ΑΠΟΤΥΧΊΕΣ ΑΣΦΆΛΕΙΑΣ ΚΑΙ ΛΟΓΟΔΟΣΊΑ (2023–2026)",good,generic-guidance,0,"Greece/00-00-2023/GREECE — TEMPI TRAIN CRASH, SAFETY FAILURES, AND ACCOUNTABILITY (2023–2026)"
medium,greece_2023_pylos_shipwreck_accountability,Greece,2023,"Greece: Pylos Shipwreck, Coast Guard Accountability, and the Investigation Fight (2023-2026)","Ελλάδα: Ναυάγιο της Πύλου, Ευθύνες Λιμενικού και Μάχη για τη Λογοδοσία (2023-2026)",good,generic-guidance,0,"Greece/00-00-2023/Greece Pylos Shipwreck, Coast Guard Accountability, and the Investigation Fight (2023-20"
medium,greece_2023_spartans_golden_dawn_bypass,Greece,2023,"Greece: Spartans, Kasidiaris, and the Attempted Post-Golden-Dawn Political Workaround (2023-2025)","Ελλάδα: Spartans, Κασιδιάρης και η Απόπειρα Παράκαμψης της Απαγόρευσης της Golden Dawn (2023-2025)",good,generic-guidance,0,"Greece/00-00-2023/Greece Spartans, Kasidiaris, and the Attempted Post-Golden-Dawn Political Workaround (20"
medium,greece_2023_sports_violence_crime_networks_state_response,Greece,2023,"GREECE: SPORTS VIOLENCE, CRIMINAL NETWORKS, AND THE STATE RESPONSE (2023-2025)","ΕΛΛΑΔΑ: ΟΠΑΔΙΚΗ ΒΙΑ, ΕΓΚΛΗΜΑΤΙΚΑ ΔΙΚΤΥΑ ΚΑΙ Η ΚΡΑΤΙΚΗ ΑΝΤΙΔΡΑΣΗ (2023-2025)",good,generic-guidance,0,"Greece/00-00-2023/GREECE SPORTS VIOLENCE, CRIMINAL NETWORKS, AND THE STATE RESPONSE (2023-2025)"
medium,greece_2023_youth_violence_bullying_stabbings,Greece,2023,"GREECE: YOUTH VIOLENCE, BULLYING, DIGITAL ADDICTION, AND THE SEARCH FOR CONTROL TOOLS (2023-2026)","ΕΛΛΑΔΑ: ΝΕΑΝΙΚΗ ΒΙΑ, BULLYING, ΨΗΦΙΑΚΟΣ ΕΘΙΣΜΟΣ ΚΑΙ Η ΑΝΑΖΗΤΗΣΗ ΕΡΓΑΛΕΙΩΝ ΕΛΕΓΧΟΥ (2023-2026)",good,generic-guidance,0,"Greece/00-00-2023/Greece youth violence, bullying, digital addiction, and the search for control tools (2023-2026)"
medium,greece_2023_nea_anchialos_ammunition_blasts_wildfires_military_storage_civil_prote,Greece,2023,"Nea Anchialos Ammunition Blasts: Wildfires, Military Storage and Civil Protection Failure","Εκρήξεις Νέας Αγχιάλου: Πυρκαγιές, Πυρομαχικά και Πολιτική Προστασία",good,generic-guidance,0,"Greece/00-00-2023/Nea Anchialos Ammunition Blasts Wildfires, Military Storage and Civil Protection Failure"
medium,greece_2023_storm_daniel_thessaly_floods_infrastructure_farming_accountability,Greece,2023,"Storm Daniel, Thessaly floods, infrastructure, farming and accountability (2023-2026)","Κακοκαιρία Daniel, πλημμύρες Θεσσαλίας, υποδομές, αγροτική ζωή και λογοδοσία (2023-2026)",good,generic-guidance,0,"Greece/00-00-2023/Storm Daniel, Thessaly floods, infrastructure, farming and accountability (2023-2026)"
medium,greece_2023_tempi_rail_crash_system_failure_evidence_battle,Greece,2023,"Tempi rail crash, system failure, and evidence battle — PROOF DOSSIER","Τέμπη: σιδηροδρομικό δυστύχημα, συστημική αποτυχία και μάχη αποδείξεων — ΦΑΚΕΛΟΣ ΑΠΟΔΕΙΞΕΩΝ",good,generic-guidance,0,"Greece/00-00-2023/Tempi rail crash, system failure, and evidence battle — PROOF DOSSIER"
medium,greece_2024_asimakopoulou_email_leak_data_protection_elections,Greece,2024,"Asimakopoulou email leak, data protection, elections and trust (2024)","Υπόθεση email Ασημακοπούλου, προστασία δεδομένων, εκλογές και εμπιστοσύνη (2024)",good,generic-guidance,0,"Greece/00-00-2024/Asimakopoulou email leak, data protection, elections and trust (2024)"
medium,greece_2024_dystopian_trends,Greece,2024,Greece Dystopian Trends: 2024-2026,Ελλάδα Δυστοπικές Τάσεις: 2024-2026,good,generic-guidance,0,Greece/00-00-2024/Greece Dystopian Trends 2024-2026
medium,greece_2024_taxes_war_jobs,Greece,2024,"Greece Taxes, War Spending, and Jobs: 2024-2026","Ελλάδα: Φόροι, Πολεμικές Δαπάνες και Εργασία 2024-2026",good,generic-guidance,0,"Greece/00-00-2024/Greece Taxes, War Spending, and Jobs 2024-2026"
medium,greece_2024_domestic_violence_femicides_police_response_institutional_failure,Greece,2024,"Greece — Domestic violence, femicides, police response, and institutional failure (2024–2026)","Ελλάδα — Ενδοοικογενειακή βία, γυναικοκτονίες και θεσμική αποτυχία (2024–2026)",good,generic-guidance,0,"Greece/00-00-2024/Greece — Domestic violence, femicides, police response, and institutional failure (2024–"
medium,greece_2024_police_corruption_abuse_ill_treatment,Greece,2024,"GREECE: POLICE CORRUPTION, ABUSE, AND ILL-TREATMENT WARNINGS (2024-2026)","ΕΛΛΑΔΑ: ΑΣΤΥΝΟΜΙΚΗ ΔΙΑΦΘΟΡΑ, ΚΑΚΟΜΕΤΑΧΕΙΡΙΣΗ ΚΑΙ ΠΡΟΒΛΗΜΑ ΑΤΙΜΩΡΗΣΙΑΣ (2024-2026)",good,generic-guidance,0,"Greece/00-00-2024/GREECE POLICE CORRUPTION, ABUSE, AND ILL-TREATMENT WARNINGS (2024-2026)"
medium,greece_2024_sector_bribery_permit_networks,Greece,2024,"GREECE: PUBLIC-SECTOR BRIBERY, PERMIT NETWORKS, AND THE PERSISTENCE OF CLIENTELISM (2024-2026)","ΕΛΛΑΔΑ: ΔΙΑΦΘΟΡΑ ΣΤΟΝ ΔΗΜΟΣΙΟ ΤΟΜΕΑ, ΔΙΚΤΥΑ ΑΔΕΙΩΝ ΚΑΙ ΕΠΙΜΟΝΗ ΤΟΥ ΠΕΛΑΤΕΙΑΚΟΥ ΣΥΣΤΗΜΑΤΟΣ (2024-2026)",good,generic-guidance,0,"Greece/00-00-2024/GREECE PUBLIC-SECTOR BRIBERY, PERMIT NETWORKS, AND THE PERSISTENCE OF CLIENTELISM (2024-"
medium,greece_2024_social_media_ban_child_control_digital_age_verification,Greece,2024,"GREECE: SOCIAL-MEDIA BAN FOR UNDER-15s, DIGITAL AGE CHECKS, AND THE CHILD-CONTROL DEBATE (2024-2027)","ΕΛΛΑΔΑ: BAN ΣΤΑ SOCIAL MEDIA ΚΑΤΩ ΤΩΝ 15, ΗΛΙΚΙΑΚΟΣ ΕΛΕΓΧΟΣ ΚΑΙ Η ΣΥΖΗΤΗΣΗ ΓΙΑ ΨΗΦΙΑΚΗ ΕΠΙΤΗΡΗΣΗ ΠΑΙΔΙΩΝ (2024-2027)",good,generic-guidance,0,"Greece/00-00-2024/GREECE SOCIAL-MEDIA BAN FOR UNDER-15s, DIGITAL AGE CHECKS, AND THE CHILD-CONTROL DEBATE"
medium,greece_2024_kyriaki_griva_police_station_femicide_response_failure_institutional_s,Greece,2024,"Kyriaki Griva, police-station femicide, response failure and institutional shock (2024)","Κυριακή Γρίβα, γυναικοκτονία έξω από ΑΤ, αποτυχία αντίδρασης και θεσμικό σοκ (2024)",good,generic-guidance,0,"Greece/00-00-2024/Kyriaki Griva, police-station femicide, response failure and institutional shock (2024)"
medium,greece_2024_postal_vote_email_leak_data_protection_trust,Greece,2024,Postal-vote email leak and electoral data-protection trust,Διαρροή email επιστολικής ψήφου και εμπιστοσύνη στα εκλογικά δεδομένα,good,generic-guidance,0,Greece/00-00-2024/Postal-vote email leak and electoral data-protection trust
medium,greece_2025_echr_greece_pushback_rulings_border_accountability,Greece,2025,ECHR Greece pushback rulings and border accountability,ECHR Greece pushback rulings and border accountability,needs-review,specific-links,1,Greece/00-00-2025/ECHR Greece pushback rulings and border accountability
medium,greece_2025_digital_id_personal_number_kids_wallet_age_verification,Greece,2025,Greece Digital Id Personal Number Kids Wallet And Age Verification 2022 2026,Ελλαδα Ψηφιακη Ταυτοτητα Προσωπικος Αριθμος Kids Wallet Και Age Verification 2022 2026,good,generic-guidance,0,Greece/00-00-2025/Greece Digital Id Personal Number Kids Wallet And Age Verification 2022 2026
medium,greece_2025_kids_wallet_digital_age_verification_child_safety_id_infrastructure,Greece,2025,"GREECE — KIDS WALLET: DIGITAL AGE VERIFICATION, CHILD SAFETY, AND IDENTITY INFRASTRUCTURE (2025–2026)","ΕΛΛΆΔΑ — KIDS WALLET: ΨΗΦΙΑΚΉ ΕΠΙΒΕΒΑΊΩΣΗ ΗΛΙΚΊΑΣ, ΠΑΙΔΙΚΉ ΑΣΦΆΛΕΙΑ ΚΑΙ ΥΠΟΔΟΜΉ ΤΑΥΤΌΤΗΤΑΣ (2025–2026)",good,generic-guidance,0,"Greece/00-00-2025/GREECE — KIDS WALLET DIGITAL AGE VERIFICATION, CHILD SAFETY, AND IDENTITY INFRASTRUCTURE"
medium,greece_2025_opekepe_second_wave_parliament_immunity_agricultural_subsidy_machine,Greece,2025,"Greece — OPEKEPE second wave, parliamentary immunity, and the agricultural subsidy machine (2025–2026)","Ελλάδα — ΟΠΕΚΕΠΕ, ασυλίες και μηχανή αγροτικών επιδοτήσεων (2025–2026)",good,generic-guidance,0,"Greece/00-00-2025/Greece — OPEKEPE second wave, parliamentary immunity, and the agricultural subsidy machi"
medium,greece_2025_hellenic_train_office_bombing_rage_rail_trauma_security_spiral,Greece,2025,"Hellenic Train Office Bombing: Public Rage, Rail Trauma and Security Spiral","Βόμβα στα Γραφεία Hellenic Train: Οργή, Τραύμα Σιδηροδρόμων και Σπείρα Ασφάλειας",good,generic-guidance,0,"Greece/00-00-2025/Hellenic Train Office Bombing Public Rage, Rail Trauma and Security Spiral"
medium,greece_2025_kids_wallet_digital_identity_child_protection_debate,Greece,2025,"Kids Wallet, digital identity, and child-protection debate","Kids Wallet, digital identity, and child-protection debate",needs-review,specific-links,1,"Greece/00-00-2025/Kids Wallet, digital identity, and child-protection debate"
medium,greece_2025_opekepe_agricultural_subsidy_fraud_escalation,Greece,2025,OPEKEPE agricultural subsidy fraud escalation,Κλιμάκωση σκανδάλου αγροτικών επιδοτήσεων ΟΠΕΚΕΠΕ,good,generic-guidance,0,Greece/00-00-2025/OPEKEPE agricultural subsidy fraud escalation
medium,greece_2025_opekepe_resignations_eu_fine_subsidies_parliament_political_cost,Greece,2025,"OPEKEPE Resignations and EU Fine: Subsidies, Parliament and Political Cost","ΟΠΕΚΕΠΕ Παραιτήσεις και Πρόστιμο ΕΕ: Επιδοτήσεις, Βουλή και Πολιτικό Κόστος",good,generic-guidance,0,"Greece/00-00-2025/OPEKEPE Resignations and EU Fine Subsidies, Parliament and Political Cost"
medium,greece_2026_children_social_media_age_bans_digital_parental_control,Greece,2026,Greece Children Social Media Age Bans And Digital Parental Control 2024 2026,Ελλαδα Παιδια Social Media Age Bans Και Ψηφιακος Γονικος Ελεγχος 2024 2026,good,generic-guidance,0,Greece/00-00-2026/Greece Children Social Media Age Bans And Digital Parental Control 2024 2026
medium,greece_2026_tempi_third_year_trial_memory_protest_accountability,Greece,2026,"Greece — Tempi third year, trial memory, protest, and accountability (2026)","Ελλάδα — Τέμπη, τρίτος χρόνος, δίκη, μνήμη και λογοδοσία (2026)",good,generic-guidance,0,"Greece/00-00-2026/Greece — Tempi third year, trial memory, protest, and accountability (2026)"
medium,greece_2026_greek_social_media_age_gate_kids_wallet_debate_child_protection_or_dig,Greece,2026,Greek Social Media Age Gate and Kids Wallet Debate: Child Protection or Digital Gatekeeping,Greek Social Media Age Gate και Kids Wallet: Προστασία Παιδιών ή Ψηφιακή Πύλη;,good,generic-guidance,0,Greece/00-00-2026/Greek Social Media Age Gate and Kids Wallet Debate Child Protection or Digital Gatekeepi
medium,greece_2026_opekepe_immunity_requests_parliamentary_accountability,Greece,2026,OPEKEPE immunity requests and parliamentary accountability,OPEKEPE immunity requests and parliamentary accountability,needs-review,specific-links,1,Greece/00-00-2026/OPEKEPE immunity requests and parliamentary accountability
medium,greece_2026_tempi_trial_opening_and_accountability_battle,Greece,2026,Tempi trial opening and accountability battle,Άνοιγμα δίκης Τεμπών και μάχη λογοδοσίας,good,generic-guidance,0,Greece/00-00-2026/Tempi trial opening and accountability battle
medium,greece_2026_tempi_trial_opening_350_witnesses_no_politicians_in_dock_accountabilit,Greece,2026,"Tempi Trial Opening: 350 Witnesses, No Politicians in Dock and Accountability Gap","Έναρξη Δίκης Τεμπών: 350 Μάρτυρες, Κανένας Πολιτικός στο εδώλιο και Κενό Λογοδοσίας",good,generic-guidance,0,"Greece/00-00-2026/Tempi Trial Opening 350 Witnesses, No Politicians in Dock and Accountability Gap"
medium,usa_1830_trail_tears_forced_removal,USA,1830,Trail of Tears and federal forced-removal policy,Το Μονοπάτι των Δακρύων και η ομοσπονδιακή πολιτική αναγκαστικής απομάκρυνσης,good,generic-guidance,0,USA/00-00-1830/Trail of Tears and federal forced-removal policy
medium,usa_1879_indian_boarding_schools_assimilation_system,USA,1879,Indian boarding schools and forced assimilation,Ινδιάνικα οικοτροφεία και αναγκαστική αφομοίωση,good,generic-guidance,0,USA/00-00-1879/Indian boarding schools and forced assimilation
medium,usa_1894_pullman_strike_federal_troops_labor_power,USA,1894,"Pullman Strike, federal troops, and corporate labor power","Απεργία Pullman, ομοσπονδιακός στρατός και εταιρική ισχύς εργασίας",good,generic-guidance,0,"USA/00-00-1894/Pullman Strike, federal troops, and corporate labor power"
medium,usa_1898_uss_maine_explosion_and_war_fever,USA,1898,USS Maine explosion and war fever,Έκρηξη USS Maine και πολεμικός πυρετός,good,generic-guidance,0,USA/00-00-1898/USS Maine explosion and war fever
medium,usa_1911_triangle_shirtwaist_fire_labor_safety_corruption,USA,1911,"Triangle Shirtwaist fire, locked exits, and labor-safety reform","Πυρκαγιά Triangle Shirtwaist, κλειδωμένες έξοδοι και μεταρρύθμιση ασφάλειας εργασίας",good,generic-guidance,0,"USA/00-00-1911/Triangle Shirtwaist fire, locked exits, and labor-safety reform"
medium,usa_1914_ludlow_massacre_labor_power,USA,1914,Ludlow Massacre and private-public labor violence,Σφαγή του Ludlow και ιδιωτικο-δημόσια βία κατά εργατών,good,generic-guidance,0,USA/00-00-1914/Ludlow Massacre and private-public labor violence
medium,usa_1917_psychological_operations_propaganda_opinion_control,USA,1917,Usa Psychological Operations Propaganda And Public Opinion Control 1917 2026,Ηπα Ψυχολογικες Επιχειρησεις Προπαγανδα Και Ελεγχος Κοινης Γνωμης 1917 2026,good,generic-guidance,0,USA/00-00-1917/Usa Psychological Operations Propaganda And Public Opinion Control 1917 2026
medium,usa_1918_sedition_act_war_speech_raids_free_expression,USA,1918,"Sedition Act, war speech, raids and the fear state (1918-1921)","Νόμος περί Στασιασμού, πολεμικός λόγος, επιδρομές και κράτος φόβου (1918-1921)",good,generic-guidance,0,"USA/00-00-1918/Sedition Act, war speech, raids and the fear state (1918-1921)"
medium,usa_1919_palmer_raids_and_red_scare_policing,USA,1919,Palmer Raids and Red Scare policing,Επιδρομές Palmer και αστυνόμευση Red Scare,good,generic-guidance,0,USA/00-00-1919/Palmer Raids and Red Scare policing
medium,usa_1919_red_summer_racial_violence_state_response,USA,1919,Red Summer racial violence and state response,"Red Summer, φυλετική βία και αντίδραση του κράτους",good,generic-guidance,0,USA/00-00-1919/Red Summer racial violence and state response
medium,usa_1919_palmer_raids_red_scare_deportations_political_policing,USA,1919,"USA — Palmer Raids, the Red Scare, deportations, and political policing (1919–1920)","ΗΠΑ — Palmer Raids, Κόκκινος Τρόμος, απελάσεις και πολιτική αστυνόμευση (1919–1920)",good,generic-guidance,0,"USA/00-00-1919/USA — Palmer Raids, the Red Scare, deportations, and political policing (1919–1920)"
medium,usa_1921_tulsa_race_massacre_coverup_and_records,USA,1921,"Tulsa Race Massacre, destroyed wealth, and the long cover-up","Σφαγή της Tulsa, κατεστραμμένος πλούτος και μακρά συγκάλυψη",good,generic-guidance,0,"USA/00-00-1921/Tulsa Race Massacre, destroyed wealth, and the long cover-up"
medium,usa_1921_tulsa_race_massacre_destruction_insurance_denial,USA,1921,"Tulsa Race Massacre, destruction, and denial of compensation","Σφαγή της Tulsa, καταστροφή και άρνηση αποζημίωσης",good,generic-guidance,0,"USA/00-00-1921/Tulsa Race Massacre, destruction, and denial of compensation"
medium,usa_1921_teapot_dome,USA,1921,USA: Teapot Dome and the Oil-Lease Corruption Scandal (1921-1929),ΗΠΑ: Teapot Dome και το σκάνδαλο διαφθοράς με τις πετρελαϊκές μισθώσεις (1921-1929),good,generic-guidance,0,USA/00-00-1921/USA Teapot Dome and the Oil-Lease Corruption Scandal (1921-1929)
medium,usa_1923_leaded_gasoline_health_delay,USA,1923,"LEADED GASOLINE, PUBLIC HEALTH DELAY, AND THE SLOW-FALL MODEL (1923-1996)","ΒΕΝΖΙΝΗ ΜΕ ΜΟΛΥΒΔΟ, ΚΑΘΥΣΤΕΡΗΣΗ ΠΡΟΣΤΑΣΙΑΣ ΤΗΣ ΔΗΜΟΣΙΑΣ ΥΓΕΙΑΣ ΚΑΙ ΤΟ ΜΟΝΤΕΛΟ «ΑΡΓΗΣ ΠΤΩΣΗΣ» (1923-1996)",good,generic-guidance,0,"USA/00-00-1923/LEADED GASOLINE, PUBLIC HEALTH DELAY, AND THE SLOW-FALL MODEL (1923-1996)"
